episode,symbol,initial_capital,steps,trades,win_rate,current_capital,total_pnl,episode_reward,episode_win_rate,episode_trades,final_capital
17,Bankex_120,100000.0,18,0,50.0,88563.24999999983,-11436.750000000176,-33.93273969488271,0.5,6,88563.24999999983
18,Bankex_15,100000.0,166,0,46.93877551020408,112874.05000000032,12874.050000000325,81.35634216511431,0.4693877551020408,49,112874.05000000032
19,Bankex_10,100000.0,311,0,51.16279069767442,89811.5499999994,-10188.450000000594,11.21138827377002,0.5116279069767442,86,89811.5499999994
20,Bankex_1,100000.0,451,0,53.65853658536586,117423.10000000078,17423.100000000777,150.15740060048947,0.5365853658536586,123,117423.10000000078
21,Bankex_180,100000.0,9,0,25.0,76220.20000000011,-23779.799999999886,-21.34493891023996,0.25,4,76220.20000000011
22,Bankex_120,100000.0,52,0,64.28571428571429,125824.29999999992,25824.29999999993,63.64934533341221,0.6428571428571429,14,125824.29999999992
23,Bankex_15,100000.0,34,0,27.27272727272727,78267.25000000035,-21732.74999999965,-31.478587287959723,0.2727272727272727,11,78267.25000000035
24,Bankex_10,100000.0,47,0,26.666666666666668,79231.29999999976,-20768.700000000244,-27.83624098154328,0.2666666666666666,15,79231.29999999976
25,Bankex_1,100000.0,451,0,47.01492537313433,94921.89999999988,-5078.100000000122,8.404145717057471,0.4701492537313433,134,94921.89999999988
26,Bankex_180,100000.0,18,0,20.0,70017.99999999996,-29982.000000000044,-41.33605781520966,0.2,5,70017.99999999996
27,Bankex_120,100000.0,57,0,46.66666666666666,84377.5,-15622.5,-54.03960501507257,0.4666666666666667,15,84377.5
28,Bankex_15,100000.0,16,0,0.0,79951.15000000005,-20048.849999999948,-27.80945220000035,0.0,5,79951.15000000005
29,Bankex_10,100000.0,174,0,49.01960784313725,91654.8999999994,-8345.100000000602,-20.912471474693945,0.4901960784313725,51,91654.8999999994
30,Bankex_1,100000.0,451,0,53.57142857142857,102458.49999999838,2458.4999999983847,48.05107707644337,0.5357142857142857,140,102458.49999999838
31,Bankex_180,100000.0,13,0,33.33333333333333,67438.00000000017,-32561.999999999825,-47.93860790118711,0.3333333333333333,3,67438.00000000017
32,Bankex_120,100000.0,170,0,54.761904761904766,165892.60000000076,65892.60000000076,147.17206702766637,0.5476190476190477,42,165892.60000000076
33,Bankex_15,100000.0,271,0,56.75675675675676,153647.79999999946,53647.79999999946,342.8826831221463,0.5675675675675675,74,153647.79999999946
34,Bankex_10,100000.0,138,0,47.61904761904761,94514.64999999932,-5485.35000000069,16.11827577372016,0.4761904761904761,42,94514.64999999932
35,Bankex_1,100000.0,182,0,41.07142857142857,91103.3500000002,-8896.64999999979,-13.317331106617331,0.4107142857142857,56,91103.3500000002
36,Bankex_180,100000.0,30,0,42.85714285714285,101135.95000000016,1135.9500000001572,65.14257842236636,0.4285714285714285,7,101135.95000000016
37,Bankex_120,100000.0,58,0,58.82352941176471,114380.49999999952,14380.49999999952,3327.0766150505724,0.5882352941176471,17,114380.49999999952
38,Bankex_15,100000.0,115,0,56.25,84941.34999999973,-15058.65000000027,26.44617072676644,0.5625,32,84941.34999999973
39,Bankex_10,100000.0,291,0,43.67816091954023,93167.79999999962,-6832.200000000375,-30.0681108349978,0.4367816091954023,87,93167.79999999962
40,Bankex_1,100000.0,451,0,44.82758620689656,87851.64999999957,-12148.350000000428,1.234235117257295,0.4482758620689655,145,87851.64999999957
41,Bankex_180,100000.0,30,0,50.0,97809.4000000001,-2190.599999999904,-6.050551609206218,0.5,8,97809.4000000001
42,Bankex_120,100000.0,64,0,57.89473684210527,145467.2500000001,45467.25000000009,745.909995044728,0.5789473684210527,19,145467.2500000001
43,Bankex_15,100000.0,221,0,43.75,98074.75000000036,-1925.2499999996508,23.34114859786796,0.4375,64,98074.75000000036
44,Bankex_10,100000.0,56,0,27.77777777777778,78712.3000000001,-21287.69999999989,-42.462251115653785,0.2777777777777778,18,78712.3000000001
45,Bankex_1,100000.0,451,0,54.19847328244275,116333.6500000007,16333.650000000707,99.79400401222938,0.5419847328244275,131,116333.6500000007
46,Bankex_180,100000.0,145,0,44.44444444444444,171093.69999999987,71093.69999999987,1982.3056378349825,0.4444444444444444,45,171093.69999999987
47,Bankex_120,100000.0,31,0,22.22222222222222,68959.75000000035,-31040.24999999965,13.00886025170493,0.2222222222222222,9,68959.75000000035
48,Bankex_15,100000.0,91,0,43.333333333333336,80181.25,-19818.75,-26.07410610961432,0.4333333333333333,30,80181.25
49,Bankex_10,100000.0,232,0,47.69230769230769,89403.69999999959,-10596.30000000041,50.51612728216025,0.4769230769230769,65,89403.69999999959
50,Bankex_1,100000.0,267,0,42.10526315789473,80382.39999999962,-19617.600000000384,-33.79125594202999,0.4210526315789473,76,80382.39999999962
51,Bankex_180,100000.0,47,0,50.0,90514.6,-9485.400000000009,-42.86250335642976,0.5,14,90514.6
52,Bankex_120,100000.0,20,0,33.33333333333333,86763.84999999995,-13236.150000000052,-50.42960189989496,0.3333333333333333,6,86763.84999999995
53,Bankex_15,100000.0,46,0,33.33333333333333,79269.39999999988,-20730.60000000012,-30.66638875818816,0.3333333333333333,12,79269.39999999988
54,Bankex_10,100000.0,352,0,43.56435643564357,91220.50000000148,-8779.499999998516,55.796685382583554,0.4356435643564356,101,91220.50000000148
55,Bankex_1,100000.0,451,0,48.55072463768116,93916.14999999807,-6083.850000001912,33.43520775034393,0.4855072463768116,138,93916.14999999807
56,Bankex_180,100000.0,211,0,58.92857142857143,202982.2000000012,102982.2000000012,383.2766129469063,0.5892857142857143,56,202982.2000000012
57,Bankex_120,100000.0,90,0,58.333333333333336,125674.4500000008,25674.45000000081,96.44298573858391,0.5833333333333334,24,125674.4500000008
58,Bankex_15,100000.0,67,0,40.909090909090914,92949.70000000016,-7050.299999999843,23.961294714597155,0.4090909090909091,22,92949.70000000016
59,Bankex_10,100000.0,451,0,53.191489361702125,131331.09999999986,31331.09999999986,95.30544226910298,0.5319148936170213,141,131331.09999999986
60,Bankex_1,100000.0,451,0,46.15384615384615,84813.70000000024,-15186.299999999756,-22.773333055775588,0.4615384615384615,130,84813.70000000024
61,Bankex_180,100000.0,123,0,55.55555555555556,156298.4500000009,56298.450000000914,414.8206821627363,0.5555555555555556,36,156298.4500000009
62,Bankex_120,100000.0,48,0,43.75,83603.50000000013,-16396.49999999987,15.221237967902011,0.4375,16,83603.50000000013
63,Bankex_15,100000.0,451,0,56.42857142857143,160799.49999999953,60799.499999999534,179.52027764449593,0.5642857142857143,140,160799.49999999953
64,Bankex_10,100000.0,230,0,50.79365079365079,93057.5500000002,-6942.449999999808,41.52943691466142,0.5079365079365079,63,93057.5500000002
65,Bankex_1,100000.0,247,0,37.17948717948718,79618.5999999992,-20381.400000000795,-30.02873562166367,0.3717948717948718,78,79618.5999999992
66,Bankex_180,100000.0,339,0,58.65384615384615,274448.9500000004,174448.95000000042,1428.6428405772256,0.5865384615384616,104,274448.9500000004
67,Bankex_120,100000.0,109,0,54.83870967741935,148248.5500000008,48248.5500000008,187.8885766044093,0.5483870967741935,31,148248.5500000008
68,Bankex_15,100000.0,12,0,0.0,70372.90000000001,-29627.09999999999,-40.67383240000005,0.0,4,70372.90000000001
1,Bankex_180,100000.0,23,0,57.14285714285714,115894.59999999954,15894.59999999954,1609.190441425896,0.5714285714285714,7,115894.59999999954
2,Bankex_120,100000.0,4,0,0.0,77431.9000000001,-22568.099999999904,-22.663439999999905,0.0,2,77431.9000000001
3,Bankex_15,100000.0,451,0,50.3875968992248,139608.39999999932,39608.399999999325,105.87228357349235,0.5038759689922481,129,139608.39999999932
4,Bankex_10,100000.0,437,0,49.25373134328358,103559.04999999986,3559.0499999998574,68.76227102361642,0.4925373134328358,134,103559.04999999986
5,Bankex_1,100000.0,451,0,50.72463768115942,100794.84999999964,794.849999999642,57.878298895538165,0.5072463768115942,138,100794.84999999964
6,Bankex_180,100000.0,19,0,50.0,112363.15000000013,12363.15000000011,1176.7741787942366,0.5,6,112363.15000000013
7,Bankex_120,100000.0,76,0,52.63157894736842,139400.4999999998,39400.4999999998,162.38306637579595,0.5263157894736842,19,139400.4999999998
8,Bankex_15,100000.0,451,0,53.43511450381679,213798.25000000093,113798.25000000092,260.77711130871,0.5343511450381679,131,213798.25000000093
9,Bankex_10,100000.0,77,0,38.46153846153847,81104.49999999917,-18895.50000000083,-44.505508967434494,0.3846153846153846,26,81104.49999999917
10,Bankex_1,100000.0,451,0,51.11111111111111,102418.60000000072,2418.6000000007334,66.98305125925054,0.5111111111111111,135,102418.60000000072
11,Bankex_180,100000.0,23,0,33.33333333333333,113628.39999999951,13628.399999999514,686.876949499436,0.3333333333333333,9,113628.39999999951
12,Bankex_120,100000.0,52,0,50.0,79052.8000000005,-20947.199999999502,-27.28239632598644,0.5,18,79052.8000000005
13,Bankex_15,100000.0,113,0,33.33333333333333,79876.30000000041,-20123.69999999959,20.86736901066856,0.3333333333333333,30,79876.30000000041
14,Bankex_10,100000.0,167,0,44.89795918367347,91489.00000000007,-8510.999999999913,28.05991177271052,0.4489795918367347,49,91489.00000000007
15,Bankex_1,100000.0,451,0,48.507462686567166,115604.35000000034,15604.35000000034,79.61379888294582,0.4850746268656716,134,115604.35000000034
16,Bankex_180,100000.0,154,0,50.0,173865.55000000005,73865.55000000005,193.84150410902097,0.5,50,173865.55000000005
17,Bankex_120,100000.0,45,0,50.0,101732.19999999998,1732.1999999999823,90.32028504093462,0.5,12,101732.19999999998
18,Bankex_15,100000.0,387,0,52.5,99929.35000000145,-70.64999999856809,54.12247518806678,0.525,120,99929.35000000145
19,Bankex_10,100000.0,451,0,51.61290322580645,138858.25000000134,38858.25000000134,92.5118653519365,0.5161290322580645,124,138858.25000000134
20,Bankex_1,100000.0,451,0,44.3609022556391,106804.45000000027,6804.450000000288,56.783887464295866,0.4436090225563909,133,106804.45000000027
21,Bankex_180,100000.0,15,0,40.0,79529.05000000028,-20470.94999999972,-19.20076715195172,0.4,5,79529.05000000028
22,Bankex_120,100000.0,6,0,0.0,79416.69999999998,-20583.300000000017,-20.95986700000002,0.0,3,79416.69999999998
23,Bankex_15,100000.0,119,0,34.21052631578947,91492.59999999953,-8507.400000000489,-13.153242959347551,0.3421052631578947,38,91492.59999999953
24,Bankex_10,100000.0,451,0,50.78125,110241.55000000006,10241.55000000006,51.87936260814478,0.5078125,128,110241.55000000006
25,Bankex_1,100000.0,451,0,52.23880597014925,101139.70000000038,1139.7000000003754,24.61542977660664,0.5223880597014925,134,101139.70000000038
26,Bankex_180,100000.0,9,0,0.0,64818.54999999989,-35181.45000000011,-35.55856515555567,0.0,2,64818.54999999989
27,Bankex_120,100000.0,99,0,65.625,167528.6500000002,67528.6500000002,1596.7495432078233,0.65625,32,167528.6500000002
28,Bankex_15,100000.0,325,0,49.46236559139785,96727.4499999998,-3272.550000000192,23.227384081030337,0.4946236559139785,93,96727.4499999998
29,Bankex_10,100000.0,186,0,47.16981132075472,87696.8499999999,-12303.150000000096,75.13569128747196,0.4716981132075472,53,87696.8499999999
30,Bankex_1,100000.0,451,0,58.01526717557252,108827.19999999796,8827.199999997974,245.78089281437045,0.5801526717557252,131,108827.19999999796
31,Bankex_180,100000.0,48,0,52.94117647058824,121031.94999999992,21031.94999999991,861.8642973223742,0.5294117647058824,17,121031.94999999992
32,Bankex_120,100000.0,30,0,45.45454545454545,88691.19999999959,-11308.80000000041,182.02949519141129,0.4545454545454545,11,88691.19999999959
33,Bankex_15,100000.0,269,0,49.41176470588236,93727.15000000062,-6272.84999999938,22.92756331627582,0.4941176470588235,85,93727.15000000062
34,Bankex_10,100000.0,302,0,45.45454545454545,115783.75000000086,15783.75000000086,83.42453869782743,0.4545454545454545,88,115783.75000000086
35,Bankex_1,100000.0,380,0,42.34234234234234,81985.89999999931,-18014.10000000069,40.2717622721729,0.4234234234234234,111,81985.89999999931
36,Bankex_180,100000.0,13,0,20.0,74090.95000000038,-25909.049999999625,-40.86572490308084,0.2,5,74090.95000000038
37,Bankex_120,100000.0,62,0,52.38095238095239,123326.65,23326.65000000001,120.01423881854625,0.5238095238095238,21,123326.65
38,Bankex_15,100000.0,144,0,43.24324324324324,94452.40000000029,-5547.599999999729,-17.627863344189002,0.4324324324324324,37,94452.40000000029
39,Bankex_10,100000.0,451,0,57.89473684210527,161005.8999999979,61005.8999999979,189.7605960399288,0.5789473684210527,133,161005.8999999979
40,Bankex_1,100000.0,302,0,43.61702127659575,80203.45000000103,-19796.54999999897,-8.395308077867728,0.4361702127659574,94,80203.45000000103
41,Bankex_180,100000.0,9,0,0.0,61714.90000000005,-38285.09999999995,-38.867879158730105,0.0,3,61714.90000000005
42,Bankex_120,100000.0,11,0,33.33333333333333,73256.79999999993,-26743.20000000007,-42.29567696919277,0.3333333333333333,3,73256.79999999993
43,Bankex_15,100000.0,38,0,33.33333333333333,80543.50000000035,-19456.49999999965,-9.463731299743648,0.3333333333333333,12,80543.50000000035
44,Bankex_10,100000.0,107,0,41.17647058823529,93205.0,-6795.0,4.763664402269217,0.4117647058823529,34,93205.0
1,Bankex_180,100000.0,15,0,40.0,128320.89999999951,28320.89999999953,26.43109139603548,0.4,5,128320.89999999951
2,Bankex_120,100000.0,4,0,0.0,75315.99999999991,-24684.000000000087,-24.71395000000009,0.0,1,75315.99999999991
3,Bankex_15,100000.0,28,0,16.666666666666664,93833.79999999976,-6166.2000000002445,6.5680516566252924,0.1666666666666666,6,93833.79999999976
4,Bankex_10,100000.0,186,0,52.459016393442624,81749.80000000185,-18250.19999999815,-18.25765935161669,0.5245901639344263,61,81749.80000000185
5,Bankex_1,100000.0,126,0,42.85714285714285,88618.00000000017,-11381.999999999824,6.45489073766246,0.4285714285714285,42,88618.00000000017
6,Bankex_180,100000.0,4,0,0.0,69425.1999999999,-30574.800000000105,-30.606816666666774,0.0,1,69425.1999999999
7,Bankex_120,100000.0,62,0,60.0,91037.2000000006,-8962.799999999406,45.96471634862287,0.6,20,91037.2000000006
8,Bankex_15,100000.0,183,0,57.99999999999999,288279.95000000176,188279.95000000176,684.8582931321097,0.58,50,288279.95000000176
9,Bankex_10,100000.0,91,0,37.5,79819.30000000058,-20180.69999999941,-19.206537911220813,0.375,24,79819.30000000058
10,Bankex_1,100000.0,451,0,47.44525547445255,89522.49999999825,-10477.500000001746,21.60155056209037,0.4744525547445255,137,89522.49999999825
11,Bankex_180,100000.0,6,0,50.0,65994.99999999956,-34005.00000000044,-32.87067198828661,0.5,2,65994.99999999956
12,Bankex_120,100000.0,4,0,0.0,73636.60000000003,-26363.399999999965,-38.82235000000006,0.0,1,73636.60000000003
13,Bankex_15,100000.0,65,0,42.85714285714285,79625.50000000017,-20374.499999999825,-57.774156103040994,0.4285714285714285,21,79625.50000000017
14,Bankex_10,100000.0,23,0,25.0,82042.90000000066,-17957.099999999336,-20.82401414609172,0.25,8,82042.90000000066
15,Bankex_1,100000.0,451,0,41.98473282442748,84200.20000000011,-15799.799999999886,-35.313600312717,0.4198473282442748,131,84200.20000000011
16,Bankex_180,100000.0,9,0,50.0,84237.84999999982,-15762.150000000183,-2.336309947212648,0.5,2,84237.84999999982
17,Bankex_120,100000.0,18,0,16.666666666666664,101465.60000000012,1465.6000000001222,3.905422311939926,0.1666666666666666,6,101465.60000000012
18,Bankex_15,100000.0,188,0,67.9245283018868,380507.8000000048,280507.8000000048,741.7766439905262,0.6792452830188679,53,380507.8000000048
19,Bankex_10,100000.0,17,0,40.0,79158.09999999969,-20841.900000000314,-30.18417223419747,0.4,5,79158.09999999969
20,Bankex_1,100000.0,209,0,41.26984126984127,91882.00000000004,-8117.999999999956,25.488499426391986,0.4126984126984127,63,91882.00000000004
21,Bankex_180,100000.0,15,0,25.0,86616.85000000098,-13383.14999999902,-109.9218406940229,0.25,4,86616.85000000098
22,Bankex_120,100000.0,43,0,64.28571428571429,389668.9000000012,289668.9000000012,3717.4092784240047,0.6428571428571429,14,389668.9000000012
23,Bankex_15,100000.0,163,0,56.00000000000001,100060.5999999999,60.59999999990396,23.01489906989677,0.56,50,100060.5999999999
24,Bankex_10,100000.0,144,0,59.523809523809526,147245.50000000146,47245.500000001455,2392.428594164484,0.5952380952380952,42,147245.50000000146
25,Bankex_1,100000.0,66,0,25.0,79923.39999999975,-20076.600000000253,-44.500562494720825,0.25,20,79923.39999999975
26,Bankex_180,100000.0,6,0,66.66666666666666,98272.29999999968,-1727.7000000003318,-1.5649218616089795,0.6666666666666666,3,98272.29999999968
27,Bankex_120,100000.0,39,0,50.0,105488.49999999796,5488.499999997948,-5.270572238726329,0.5,10,105488.49999999796
28,Bankex_15,100000.0,23,0,20.0,76995.39999999935,-23004.60000000065,-16.97855826696754,0.2,5,76995.39999999935
29,Bankex_10,100000.0,85,0,47.61904761904761,79259.80000000054,-20740.19999999946,-18.52691558715427,0.4761904761904761,21,79259.80000000054
30,Bankex_1,100000.0,241,0,43.83561643835616,83424.40000000031,-16575.599999999686,3.5345069704174605,0.4383561643835616,73,83424.40000000031
31,Bankex_180,100000.0,9,0,50.0,71257.3000000001,-28742.69999999989,-30.779726288741067,0.5,2,71257.3000000001
32,Bankex_120,100000.0,4,0,0.0,73636.60000000003,-26363.399999999965,-38.82235000000006,0.0,1,73636.60000000003
33,Bankex_15,100000.0,143,0,40.0,81619.59999999912,-18380.40000000088,-1.0103563614588091,0.4,35,81619.59999999912
34,Bankex_10,100000.0,56,0,45.0,92356.90000000031,-7643.099999999686,5.179222683064127,0.45,20,92356.90000000031
35,Bankex_1,100000.0,451,0,48.38709677419355,111106.5999999996,11106.599999999598,61.82074246810127,0.4838709677419355,124,111106.5999999996
36,Bankex_180,100000.0,30,0,44.44444444444444,89252.5,-10747.5,22.237721924356244,0.4444444444444444,9,89252.5
37,Bankex_120,100000.0,45,0,46.66666666666666,98611.84999999996,-1388.1500000000378,2160.4012816392683,0.4666666666666667,15,98611.84999999996
38,Bankex_15,100000.0,33,0,33.33333333333333,79525.90000000018,-20474.099999999817,-34.34100108329882,0.3333333333333333,12,79525.90000000018
39,Bankex_10,100000.0,267,0,43.83561643835616,92094.69999999972,-7905.300000000279,205.5960597715936,0.4383561643835616,73,92094.69999999972
1,Bankex_10,100000.0,52,0,38.88888888888889,80167.59999999951,-19832.40000000049,-19.472097245667747,0.3888888888888889,18,80167.59999999951
40,Bankex_1,100000.0,451,0,55.47445255474452,158749.59999999678,58749.599999996775,163.53552191126954,0.5547445255474452,137,158749.59999999678
41,Bankex_180,100000.0,9,0,50.0,78600.69999999963,-21399.300000000367,9.5027363184941,0.5,4,78600.69999999963
42,Bankex_120,100000.0,8,0,50.0,76164.69999999972,-23835.30000000028,-72.23971670957997,0.5,2,76164.69999999972
43,Bankex_15,100000.0,20,0,33.33333333333333,76491.40000000058,-23508.599999999424,3.328971871324713,0.3333333333333333,6,76491.40000000058
44,Bankex_10,100000.0,9,0,0.0,79683.79999999976,-20316.200000000244,-36.15583380000021,0.0,4,79683.79999999976
45,Bankex_1,100000.0,451,0,50.35971223021583,97729.6000000024,-2270.399999997608,67.98188238923899,0.5035971223021583,139,97729.6000000024
46,Bankex_180,100000.0,9,0,50.0,73995.84999999955,-26004.150000000445,19.87462761773036,0.5,2,73995.84999999955
47,Bankex_120,100000.0,8,0,50.0,105681.69999999998,5681.699999999983,-22.324442791572707,0.5,2,105681.69999999998
1,Bankex_10,100000.0,196,0,54.16666666666666,98576.34999999795,-1423.6500000020314,1372.2097845228404,0.5416666666666666,48,98576.34999999795
1,Bankex_180,100000.0,4,0,0.0,71354.19999999998,-28645.800000000017,-41.93106666666658,0.0,1,71354.19999999998
2,Bankex_120,100000.0,4,0,0.0,74319.70000000016,-25680.299999999843,-28.84644999999965,0.0,1,74319.70000000016
3,Bankex_15,100000.0,166,0,50.0,104267.0500000022,4267.0500000022,83.74210678232545,0.5,54,104267.0500000022
4,Bankex_10,100000.0,93,0,52.0,81632.19999999928,-18367.80000000072,12.601285109328192,0.52,25,81632.19999999928
5,Bankex_1,100000.0,392,0,40.17857142857143,92843.80000000368,-7156.199999996316,2040.257472551404,0.4017857142857143,112,92843.80000000368
6,Bankex_180,100000.0,13,0,50.0,95478.09999999944,-4521.900000000547,0.6893001211022636,0.5,4,95478.09999999944
7,Bankex_120,100000.0,4,0,50.0,79902.40000000005,-20097.599999999948,-19.99244999999995,0.5,2,79902.40000000005
8,Bankex_15,100000.0,54,0,28.57142857142857,91530.40000000024,-8469.599999999773,11.564439103456593,0.2857142857142857,14,91530.40000000024
1,Bankex_180,100000.0,5,0,0.0,68096.20000000024,-31903.79999999976,-62.60773259999986,0.0,2,68096.20000000024
2,Bankex_120,100000.0,10,0,33.33333333333333,80631.40000000036,-19368.59999999964,-34.61719446602671,0.3333333333333333,3,80631.40000000036
3,Bankex_15,100000.0,6,0,0.0,78185.50000000017,-21814.499999999825,-22.041019599999824,0.0,2,78185.50000000017
4,Bankex_10,100000.0,29,0,28.57142857142857,77648.05000000037,-22351.949999999633,-43.92017329803769,0.2857142857142857,7,77648.05000000037
